review_id	sentiment	label_id	input_ids	review_body	date
15839	0	1	[0, 133, 10199, 16, 182, 7174, 4, 939, 33, 450, 42, 1129, 15, 484, 28087, 1506, 6173, 1437, 53, 63, 543, 7, 4744, 141, 7174, 5, 10199, 16, 454, 47, 192, 24, 11, 621, 4, 939, 115, 342, 10, 740, 5602, 223, 24, 111, 53, 24, 21, 67, 1195, 765, 15, 162, 4, 939, 218, 75, 2333, 33, 3605, 19, 15331, 878, 765, 8, 64, 190, 2128, 3568, 4716, 1459, 10070, 187, 939, 524, 129, 195, 108, 306, 845, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"The fabric is very thin. i have seen this comment on several sundry reviews  but its hard to imagine how thin the fabric is until you see it in person. i could put a cami under it - but it was also rather short on me. i don't usually have trouble with shirts running short and can even sometimes wear petite sizes since i am only 5'4""."	2022-06-24T08:02:18Z
8325	-1	0	[0, 100, 1747, 2740, 10, 1763, 9, 209, 10844, 71, 1782, 98, 171, 31278, 6173, 1437, 8, 77, 51, 439, 15, 1392, 4, 939, 437, 1618, 42, 1551, 13, 390, 54, 458, 127, 809, 1907, 4, 1437, 1437, 1437, 939, 437, 11875, 19, 1181, 5856, 1437, 8, 218, 75, 269, 33, 23739, 4, 939, 3700, 218, 75, 2229, 10844, 19, 41, 11, 1090, 424, 10941, 87, 389, 41667, 13, 5135, 1437, 939, 269, 657, 5, 2564, 9, 6044, 7876, 8, 475, 4, 118, 4, 298, 4, 10844, 4, 1437, 1437, 1437, 209, 10844, 33, 41, 11, 1090, 424, 9, 1105, 17809, 1437, 61, 939, 802, 74, 28, 2051, 4, 53, 13, 162, 1437, 5, 847, 938, 75, 34203, 23, 70, 4, 939, 3700, 356, 13, 10844, 14, 2]	I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that	2022-06-24T08:02:18Z
4220	0	1	[0, 133, 3588, 16, 9761, 8, 1326, 205, 15, 70, 809, 3505, 4, 959, 1437, 5, 11044, 16, 2778, 3229, 4, 939, 56, 7, 213, 62, 10, 3588, 1836, 95, 7, 2564, 11, 5, 7050, 443, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The dress is precious and looks good on all body types. however  the bust is extremely tight. i had to go up a dress size just to fit in the chest area.	2022-06-24T08:02:18Z
6939	-1	0	[0, 100, 269, 657, 5, 1114, 639, 42, 4, 959, 1437, 5, 2564, 630, 75, 173, 13, 162, 4, 939, 437, 2333, 10, 579, 50, 3023, 29, 11, 6215, 13657, 1437, 8, 939, 747, 213, 19, 3023, 29, 13, 30145, 5536, 3361, 13657, 4, 42, 65, 1237, 650, 600, 111, 5, 3023, 29, 21, 10, 828, 350, 650, 15, 162, 716, 15, 5933, 8, 22523, 4, 5, 5397, 1902, 21, 182, 239, 36, 40499, 87, 24, 1326, 11, 5, 1421, 1345, 43, 8, 5, 3124, 31670, 58, 350, 380, 4, 98, 939, 218, 75, 206, 39328, 62, 74, 1477, 3510, 203, 528, 7, 5, 3124, 11616, 696, 4, 5, 97, 3633, 16, 14, 5, 760, 16, 45, 9321, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1]	I really love the idea behind this. however  the fit doesn't work for me. i'm usually a s or xs in retailer tops  and i often go with xs for sleeveless tops. this one runs small though - the xs was a bit too small on me based on length and width. the neckline was very high (higher than it looks in the model photo) and the armholes were too big. so i don't think sizing up would improve matters much due to the armhole issue. the other criticism is that the front is not lined.	2022-06-24T08:02:18Z
13889	0	1	[0, 100, 1381, 42, 15, 11, 5, 1400, 2350, 8, 939, 770, 7, 907, 24, 182, 203, 4, 5, 8443, 74, 173, 157, 13, 171, 18388, 5536, 3361, 13657, 50, 14442, 70, 1035, 1437, 8, 74, 173, 11, 41, 558, 4, 53, 1437, 15, 162, 1437, 5, 5425, 847, 9, 5, 3701, 12843, 5, 2373, 233, 9, 127, 3701, 36, 29, 1073, 4740, 50, 5886, 443, 43, 11, 10, 3137, 3569, 4737, 4, 114, 51, 1381, 7, 1521, 10, 821, 4526, 594, 7, 146, 3701, 356, 1099, 1437, 5, 115, 3999, 33, 626, 24, 357, 4, 617, 1437, 5, 1823, 1468, 136, 5, 809, 355, 8533, 23, 127, 6787, 990, 477, 36, 118, 524, 1946, 19487, 322, 456, 1437, 45, 34203, 2, 1, 1, 1, 1, 1, 1]	I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering	2022-06-24T08:02:18Z
13113	1	2	[0, 713, 16697, 23204, 16, 2721, 8, 25944, 328, 12058, 10175, 3195, 8, 2496, 16, 4187, 328, 939, 3700, 645, 4761, 53, 770, 10, 55, 3041, 219, 356, 8, 300, 10, 739, 4, 372, 2229, 4, 372, 2564, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This structured sweater is beautiful and timeless! gorgeous seasonal color and style is classic! i typically order medium but wanted a more flowy look and got a large. great purchase. great fit!	2022-06-24T08:02:18Z
14771	0	1	[0, 10993, 1437, 939, 657, 38727, 5296, 8, 308, 171, 1437, 171, 9, 49, 3745, 4, 42, 16, 182, 11962, 8, 939, 3584, 24, 7, 213, 19, 5, 1236, 17773, 6013, 4, 5, 97, 34910, 32, 1514, 15, 19, 5, 11962, 3724, 8, 14, 24, 1237, 10, 410, 2514, 87, 5, 30197, 24043, 11837, 4, 5, 4543, 11791, 32, 182, 11962, 1437, 14893, 422, 70, 5, 169, 159, 734, 31929, 35, 24, 880, 7, 13106, 71, 129, 10, 519, 24, 15, 10, 367, 722, 111, 8, 939, 938, 75, 608, 932, 7, 1303, 1823, 20737, 12, 95, 2828, 8, 26120, 2590, 154, 2260, 4, 939, 5324, 181, 7491, 15, 5, 1025, 9, 5, 3701, 77, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	First  i love moth clothing and own many  many of their pieces. this is very cute and i purchased it to go with the jules tank. the other reviewers are spot on with the cute factor and that it runs a little larger than the cropped sweaters. the snails are very cute  buttons run all the way down... caveat: it began to pill after only a having it on a few hours - and i wasn't doing anything to cause extra friction- just sitting and lounging mostly. i noticed pilling on the inside of the arms when	2022-06-24T08:02:18Z
4073	1	2	[0, 100, 300, 5, 14327, 32847, 8, 2638, 5, 8089, 8, 5, 619, 9, 5, 10199, 4, 939, 524, 195, 108, 401, 113, 8, 13674, 29882, 4, 1437, 2107, 417, 4, 5, 650, 21, 350, 380, 8, 89, 58, 117, 3023, 29, 50, 37863, 29, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I got the purple motif and loved the colors and the feel of the fabric. i am 5'6"" and 107lbs.  32d. the small was too big and there were no xs or xxs."	2022-06-24T08:02:18Z
19285	1	2	[0, 100, 657, 42, 36393, 8, 64, 75, 2067, 7, 3568, 24, 150, 939, 437, 562, 1227, 13, 127, 2568, 3312, 4, 5, 129, 2764, 14, 939, 64, 192, 16, 14, 5, 21764, 32, 10, 828, 3298, 4740, 1437, 53, 97, 87, 14, 24, 18, 1969, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love this robe and can't wait to wear it while i'm getting ready for my upcoming wedding. the only con that i can see is that the sleeves are a bit baggy  but other than that it's perfect!	2022-06-24T08:02:18Z
9442	-1	0	[0, 713, 3588, 16, 372, 114, 47, 214, 182, 22877, 8, 33, 117, 7050, 4, 3680, 1437, 24, 817, 47, 356, 38474, 7180, 4, 5, 8089, 32, 67, 1341, 15158, 66, 8, 109, 1085, 13, 127, 29914, 4, 1437, 1437, 1437, 42, 65, 16, 164, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This dress is great if you're very skinny and have no chest. otherwise  it makes you look dowdy. the colors are also quite washed out and do nothing for my complexion.    this one is going back.	2022-06-24T08:02:18Z
4900	-1	0	[0, 100, 657, 42, 3588, 25, 444, 25, 5, 2564, 1411, 4, 24, 817, 127, 5350, 11454, 1955, 4600, 6576, 190, 357, 19, 141, 24, 18, 847, 4, 14, 145, 26, 5, 430, 8117, 81, 349, 5276, 2413, 156, 5, 3588, 356, 5373, 4, 24, 817, 47, 356, 1341, 784, 5090, 8598, 11, 5, 7050, 4, 938, 75, 95, 162, 1437, 53, 127, 1400, 82, 67, 1507, 4, 56, 5, 6184, 15, 5, 7050, 57, 5, 276, 24, 74, 28, 372, 1437, 53, 190, 600, 127, 39499, 32, 9, 22, 34663, 113, 3871, 1836, 1437, 51, 1415, 350, 5373, 4, 24, 18, 1341, 20228, 15, 4, 98, 5074, 48329, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I love this dress as far as the fit goes. it makes my curvy figure loook even better with how it's cut. that being said the different patterns over each boob made the dress look crazy. it makes you look quite lopsided in the chest. wasn't just me  but my store people also agreed. had the pattern on the chest been the same it would be great  but even though my boobs are of ""mostly"" equal size  they looked too crazy. it's quite noticeable on. so sad:("	2022-06-24T08:02:18Z
2119	1	2	[0, 100, 3668, 657, 209, 9304, 328, 939, 21, 269, 24668, 7, 860, 209, 15, 13, 2490, 51, 74, 356, 101, 10, 36672, 4, 939, 348, 460, 6640, 5, 356, 9, 209, 9304, 53, 399, 75, 206, 939, 56, 5, 809, 1907, 7, 2999, 106, 160, 145, 195, 108, 245, 113, 19, 103, 23739, 4, 939, 1381, 106, 11, 127, 400, 6215, 11, 5, 2705, 10521, 11, 258, 10, 4761, 8, 650, 4, 939, 115, 33, 1613, 1169, 169, 53, 5, 4761, 2564, 357, 11, 5, 37, 28097, 4, 5, 385, 8645, 154, 965, 75, 25, 26044, 50, 35156, 25, 24, 1326, 11, 5, 1893, 1169, 98, 24, 399, 75, 1606, 2408, 7, 127, 5120, 4, 5, 12563, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I absolutely love these pants! i was really hesitant to try these on for fear they would look like a diaper. i've always liked the look of these pants but didn't think i had the body type to pull them off being 5'5"" with some curves. i tried them in my local retailer in the solid grey in both a medium and small. i could have gone either way but the medium fit better in the he hips. the draping isn't as exaggerated or bulky as it looks in the pic either so it didn't add weight to my frame. the mate"	2022-06-24T08:02:18Z
18778	1	2	[0, 100, 2740, 42, 804, 1437, 19, 10, 410, 28946, 528, 7, 5, 2430, 6173, 4, 1437, 24, 2035, 8, 24, 16, 2721, 328, 1437, 5, 28, 8423, 8, 12405, 847, 10229, 32, 12058, 4, 1437, 5, 8089, 9, 5, 43383, 6014, 11, 5709, 7, 5, 16109, 6328, 9, 5, 10199, 16, 5835, 8, 14878, 4, 328, 1437, 5, 2564, 16, 182, 182, 34203, 44371, 1437, 1237, 182, 1528, 7, 1836, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this online  with a little hesitation due to the negative reviews.  it arrived and it is beautiful!  the beading and subtle cut outs are gorgeous.  the colors of the beadwork in contrast to the nude tone of the fabric is stunning and elegant.!  the fit is very very flattering!!!!!  runs very true to size.	2022-06-24T08:02:18Z
4316	-1	0	[0, 713, 6399, 34, 3668, 117, 3989, 4, 356, 7015, 23, 5, 1421, 8, 47, 52, 8286, 79, 16, 13074, 352, 11375, 7, 7433, 5, 11708, 2233, 219, 12, 1825, 9, 42, 6399, 4, 5, 5780, 16, 2721, 53, 24, 1326, 101, 10, 21592, 6399, 4, 939, 190, 2740, 5, 3023, 29, 23, 195, 108, 406, 8, 8325, 23246, 53, 303, 24, 350, 3298, 4740, 4, 1835, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This shirt has absolutely no shape. look carefully at the model and you we discover she is cleverly positioned to hide the sheer boxy-ness of this shirt. the print is beautiful but it looks like a maternity shirt. i even ordered the xs at 5'7 and 130 lbs but found it too baggy. returned.	2022-06-24T08:02:18Z
9444	1	2	[0, 713, 27115, 636, 16, 19858, 328, 42, 27115, 636, 40, 28, 1969, 19, 10844, 50, 2084, 6149, 1033, 8, 64, 28, 7001, 62, 50, 28, 10610, 9881, 4, 24, 473, 422, 380, 4, 939, 524, 6329, 10, 4761, 73, 11802, 11, 15331, 8, 362, 10, 4761, 19, 929, 7, 10628, 4, 939, 1153, 115, 33, 10610, 10, 650, 350, 1437, 53, 650, 29, 3805, 7, 28, 3229, 15, 127, 10762, 4, 42, 16, 10, 531, 907, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This tunic is perfection! this tunic will be perfect with jeans or leggings and can be dressed up or be worn casual. it does run big. i am normally a medium/large in shirts and took a medium with room to spare. i probably could have worn a small too  but smalls tend to be tight on my shoulders. this is a must buy!	2022-06-24T08:02:18Z
517	1	2	[0, 713, 16, 10, 372, 16259, 7, 3568, 7, 265, 8, 77, 47, 95, 240, 402, 55, 87, 10, 1236, 12001, 4, 45, 98, 22877, 10, 654, 2744, 693, 64, 3568, 15995, 7586, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is a great pant to wear to business and when you just need something more than a jean. not so skinny a 50+ woman can wear comfortably..	2022-06-24T08:02:18Z
8162	1	2	[0, 38805, 8, 23889, 1437, 5, 8978, 16, 11577, 1437, 5, 2272, 16, 55, 12405, 8, 34, 12339, 23225, 4, 2333, 3568, 10, 650, 1437, 2162, 5, 37863, 29, 27785, 350, 455, 8, 350, 26654, 11, 5, 3023, 29, 2329, 650, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Soft and cozy  the orange is vibrant  the green is more subtle and has gray tones. usually wear a small  bought the xxs ! too full and too sloppy in the xs ad small.	2022-06-24T08:02:18Z
3568	1	2	[0, 19065, 3588, 111, 5, 11111, 233, 21, 6201, 61, 3195, 4, 5, 3588, 16, 10, 11875, 7021, 33585, 8, 182, 34203, 4, 5, 10199, 2972, 13776, 5, 809, 396, 12335, 127, 936, 911, 36, 29668, 28398, 8, 28097, 322, 5, 3588, 16, 6473, 615, 13, 173, 36, 405, 3587, 10, 367, 4877, 1065, 5, 4117, 11, 5, 1692, 1437, 606, 7, 127, 4117, 15, 5, 2380, 322, 939, 524, 460, 10, 3023, 29, 50, 579, 11, 475, 4791, 548, 111, 939, 439, 19, 5, 650, 15, 42, 3588, 4, 5, 21764, 2025, 75, 25, 251, 25, 5, 2170, 924, 111, 51, 1249, 147, 51, 197, 4, 939, 439, 19, 5, 13504, 8, 885, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Great dress - the hardest part was picking which color. the dress is a slim swing silhouette and very flattering. the fabric skims the body without highlighting my problem areas (lower abdomen and hips). the dress is modest enough for work (it ends a few inches above the knee in the middle  comes to my knee on the sides). i am always a xs or s in maeve - i went with the small on this dress. the sleeves aren't as long as the picture shows - they ended where they should. i went with the navy and w	2022-06-24T08:02:18Z
18576	1	2	[0, 100, 524, 195, 108, 195, 113, 3982, 19821, 8, 939, 2333, 3568, 10, 158, 50, 316, 11, 13657, 142, 939, 218, 75, 101, 5296, 350, 3229, 15, 299, 4, 939, 362, 10, 778, 8, 300, 5, 3023, 462, 142, 24, 21, 70, 14, 2442, 4, 122, 939, 2813, 939, 115, 28, 55, 328, 2540, 836, 42, 124, 6215, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I am 5' 5"" 150 lb and i usually wear a 10 or 12 in tops because i don't like clothing too tight on top. i took a chance and got the xl because it was all that remained. now i wish i could be more! please bring this back retailer!"	2022-06-24T08:02:18Z
16996	-1	0	[0, 100, 269, 770, 7, 657, 209, 1437, 939, 2162, 106, 11, 10, 6187, 142, 939, 956, 7, 3190, 127, 22877, 10844, 25, 1115, 4, 51, 58, 10, 410, 251, 8, 399, 75, 1341, 16531, 127, 32606, 53, 939, 11464, 19, 23385, 7059, 51, 74, 28, 2051, 4, 939, 21, 174, 51, 1979, 75, 4140, 66, 203, 4, 157, 1437, 51, 2564, 372, 23, 5, 13977, 53, 5, 5856, 32, 122, 1307, 15, 162, 8, 939, 64, 75, 120, 106, 7, 17652, 4, 2813, 939, 1240, 10, 410, 55, 15, 10, 430, 22877, 1236, 12001, 4, 350, 628, 7, 671, 1437, 98, 127, 2818, 7, 28, 164, 66, 10844, 32, 122, 22414, 183, 10844, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I really wanted to love these  i bought them in a rush because i needed to replace my skinny jeans asap. they were a little long and didn't quite hug my calves but i figured with hemming they would be fine. i was told they wouldn't stretch out much. well  they fit great at the waist but the legs are now huge on me and i can't get them to shrink. wish i spent a little more on a different skinny jean. too late to return  so my hoping to be going out jeans are now lazy day jeans.	2022-06-24T08:02:18Z
19593	-1	0	[0, 100, 21, 182, 2283, 7, 465, 10, 1531, 8, 13719, 1104, 3588, 13, 2428, 73, 18581, 2089, 4, 13, 5, 375, 80, 107, 939, 33, 303, 80, 9, 127, 2674, 1104, 14442, 4, 5, 1468, 14, 42, 3588, 16, 156, 66, 9, 222, 45, 356, 239, 1318, 23, 70, 4, 5, 2564, 1415, 55, 101, 14, 9, 41, 793, 363, 571, 3355, 4, 42, 3588, 34, 117, 3989, 7, 24, 1437, 1712, 1153, 3473, 1437, 45, 34203, 4, 939, 56, 239, 1991, 13, 42, 3588, 8, 2813, 14, 24, 1415, 101, 24, 473, 11, 5, 2170, 1437, 11, 621, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was very excited to find a fun and lightweight white dress for spring/summer. for the past two years i have found two of my favorite white dresses. the material that this dress is made out of did not look high quality at all. the fit looked more like that of an old nightgown. this dress has no shape to it  although probably comfortable  not flattering. i had high hopes for this dress and wish that it looked like it does in the picture  in person.	2022-06-24T08:02:18Z
10743	-1	0	[0, 100, 2740, 10, 650, 1437, 53, 24, 21, 169, 7, 380, 4, 24, 21, 182, 3793, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered a small  but it was way to big. it was very soft.	2022-06-24T08:02:18Z
1433	-1	0	[0, 713, 16576, 21, 11385, 15, 162, 4, 24, 21, 7082, 11, 5, 13977, 1437, 3229, 11, 5, 28097, 8, 4202, 1116, 196, 66, 101, 5373, 23, 5, 3318, 2050, 233, 15, 5, 2576, 4, 5, 1468, 67, 1299, 6162, 8, 32645, 219, 4, 939, 4443, 5, 2564, 16, 326, 1872, 1437, 53, 24, 18, 543, 7, 1137, 576, 141, 7782, 5, 847, 21, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This skirt was horrible on me. it was loose in the waist  tight in the hips and poofed out like crazy at the tiered part on the bottom. the material also felt cheap and clingy. i guess the fit is tts  but it's hard to tell given how strange the cut was.	2022-06-24T08:02:18Z
10122	0	1	[0, 565, 10382, 15, 5, 37863, 29, 4716, 1459, 8, 202, 1299, 14, 24, 1415, 350, 2233, 219, 8, 3298, 4740, 15, 162, 4, 11962, 4286, 53, 2129, 7356, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Tried on the xxs petite and still felt that it looked too boxy and baggy on me. cute concept but poor execution	2022-06-24T08:02:18Z
4249	1	2	[0, 100, 524, 10, 16095, 9, 20200, 8, 23734, 131, 42, 16, 127, 92, 856, 4097, 328, 1437, 1437, 372, 3195, 1437, 16106, 36, 118, 4, 242, 4, 173, 1437, 983, 322, 1531, 15056, 2125, 7, 15978, 2512, 31, 10, 23667, 2508, 1437, 150, 6780, 455, 2734, 2194, 4, 1437, 1437, 127, 78, 183, 2498, 8, 939, 348, 3872, 1017, 171, 33391, 4, 657, 5, 23358, 9, 29894, 9540, 8, 181, 261, 11156, 4, 127, 65, 696, 734, 118, 2813, 5, 24150, 26123, 888, 13182, 1329, 1437, 24, 4719, 18991, 66, 9, 5, 27160, 35466, 8, 939, 437, 6023, 939, 437, 164, 7, 2217, 24, 4, 939, 2333, 3568, 10, 4761, 73, 10799, 158, 1437, 53, 4761, 21, 1088, 66, 1437, 98, 939, 2740, 2, 1, 1, 1]	I am a lover of jackets and coats; this is my new fave!   great color  versatile (i.e. work  weekend). fun accent piece to shield yourself from a brisk wind  while maintaining full fashion status.   my first day wearing and i've rec'd many compliments. love the combo of trench coat and poncho. my one issue...i wish the sleeve strap actually buckled  it keeps slipping out of the faux buckle and i'm afraid i'm going to lose it. i usually wear a medium/size 10  but medium was sold out  so i ordered	2022-06-24T08:02:18Z
